team,player,player_id,position,competition,season,games,possible_games,goals,assists,minutes,start11_pct,yellow,red,clean_sheets,conceded,minutes_pct,second_yellow,gc_pct,gc_pct_nopen
Saudi Arabia,Ali Majrashi,672391,Right-Back,King's Cup,25/26,4,4,0,0,280,75.0,1,0,0,0,66.66666666666666,0,0.0,0.0
Saudi Arabia,Ali Majrashi,672391,Right-Back,Saudi Super Cup,25/26,2,2,0,0,114,50.0,0,0,0,0,63.33333333333333,0,0.0,0.0
Saudi Arabia,Nawaf Boushal,821377,Right-Back,Saudi Pro League,25/26,32,34,0,6,1871,58.82352941176471,2,1,0,0,61.14379084967321,0,6.593406593406594,6.666666666666667
Saudi Arabia,Nawaf Boushal,821377,Right-Back,AFC Champions League Two,25/26,10,11,0,2,644,63.63636363636363,0,0,0,0,65.05050505050505,0,6.0606060606060606,6.0606060606060606
Saudi Arabia,Nawaf Boushal,821377,Right-Back,King's Cup,25/26,2,2,0,0,175,100.0,0,0,0,0,97.22222222222221,0,0.0,0.0
Saudi Arabia,Nawaf Boushal,821377,Right-Back,Saudi Super Cup,25/26,2,2,0,0,180,100.0,1,0,0,0,100.0,0,0.0,0.0
Saudi Arabia,Ziyad Al-Johani,901079,Defensive Midfield,Saudi Pro League,25/26,26,34,0,1,1501,50.0,6,2,0,0,49.052287581699346,0,1.4084507042253522,1.5384615384615385
Saudi Arabia,Ziyad Al-Johani,901079,Defensive Midfield,FIFA Intercontinental Cup,25/26,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Saudi Arabia,Ziyad Al-Johani,901079,Defensive Midfield,AFC Champions League,25/26,9,12,1,0,525,50.0,1,0,0,0,46.05263157894737,0,3.7037037037037033,3.7037037037037033
Saudi Arabia,Ziyad Al-Johani,901079,Defensive Midfield,King's Cup,25/26,3,4,0,0,156,50.0,0,0,0,0,37.142857142857146,0,0.0,0.0
Saudi Arabia,Ziyad Al-Johani,901079,Defensive Midfield,Saudi Super Cup,25/26,0,2,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Saudi Arabia,Abdullah Al-Khaibari,437903,Defensive Midfield,Saudi Pro League,25/26,32,34,0,1,1679,44.11764705882353,5,0,0,0,54.86928104575164,0,1.098901098901099,1.1494252873563218
Saudi Arabia,Abdullah Al-Khaibari,437903,Defensive Midfield,AFC Champions League Two,25/26,9,11,1,0,462,27.27272727272727,0,0,0,0,46.666666666666664,0,3.0303030303030303,3.0303030303030303
Saudi Arabia,Abdullah Al-Khaibari,437903,Defensive Midfield,King's Cup,25/26,2,2,0,0,130,100.0,1,0,0,0,72.22222222222221,0,0.0,0.0
Saudi Arabia,Abdullah Al-Khaibari,437903,Defensive Midfield,Saudi Super Cup,25/26,2,2,0,0,180,100.0,0,0,0,0,100.0,0,0.0,0.0
Saudi Arabia,Musab Al-Juwayr,901181,Central Midfield,Saudi Pro League,25/26,31,34,6,12,2538,91.17647058823529,0,0,0,0,82.94117647058825,0,21.686746987951807,25.0
Saudi Arabia,Musab Al-Juwayr,901181,Central Midfield,King's Cup,25/26,3,3,1,0,145,0.0,0,0,0,0,48.333333333333336,0,7.6923076923076925,11.11111111111111
Saudi Arabia,Musab Al-Juwayr,901181,Central Midfield,Saudi Super Cup,25/26,1,1,0,0,45,0.0,0,0,0,0,50.0,0,0.0,0.0
Saudi Arabia,Nasser Al-Dawsari,509911,Central Midfield,Saudi Pro League,25/26,27,34,0,1,1621,50.0,2,1,0,0,52.97385620915033,0,1.1764705882352942,1.5873015873015872
Saudi Arabia,Nasser Al-Dawsari,509911,Central Midfield,AFC Champions League,25/26,7,9,0,1,210,11.11111111111111,1,0,0,0,25.0,0,4.545454545454546,5.263157894736842
Saudi Arabia,Nasser Al-Dawsari,509911,Central Midfield,King's Cup,25/26,3,5,1,0,246,60.0,1,0,0,0,51.24999999999999,0,7.6923076923076925,12.5
Saudi Arabia,Mohamed Kanno,308120,Central Midfield,Saudi Pro League,25/26,32,34,5,4,2085,73.52941176470588,2,0,0,0,68.13725490196079,0,10.588235294117647,10.588235294117647
Saudi Arabia,Mohamed Kanno,308120,Central Midfield,AFC Champions League,25/26,7,9,0,1,527,66.66666666666666,1,0,0,0,62.73809523809524,0,4.545454545454546,5.88235294117647
Saudi Arabia,Mohamed Kanno,308120,Central Midfield,King's Cup,25/26,5,5,0,1,394,80.0,0,0,0,0,82.08333333333333,0,7.6923076923076925,11.11111111111111
Saudi Arabia,Alaa Hejji,443937,Central Midfield,Saudi Pro League,25/26,24,34,3,1,1343,47.05882352941176,1,0,0,0,43.888888888888886,0,9.30232558139535,12.903225806451612
Saudi Arabia,Khalid Al-Ghannam,631923,Left Winger,Saudi Pro League,25/26,32,34,13,7,2175,73.52941176470588,4,0,0,0,71.07843137254902,0,39.21568627450981,39.21568627450981
Saudi Arabia,Khalid Al-Ghannam,631923,Left Winger,King's Cup,25/26,1,1,0,0,86,100.0,0,0,0,0,71.66666666666667,0,0.0,0.0
Saudi Arabia,Salem Al-Dawsari,195332,Left Winger,Saudi Pro League,25/26,26,34,8,10,1889,64.70588235294117,0,0,0,0,61.732026143790854,0,21.176470588235293,28.57142857142857
Saudi Arabia,Salem Al-Dawsari,195332,Left Winger,AFC Champions League,25/26,5,9,2,0,271,33.33333333333333,0,0,0,0,32.261904761904766,0,9.090909090909092,15.384615384615385
Saudi Arabia,Salem Al-Dawsari,195332,Left Winger,King's Cup,25/26,4,5,0,0,287,60.0,0,0,0,0,59.791666666666664,0,0.0,0.0
Saudi Arabia,Sultan Mandash,210349,Right Winger,Saudi Pro League,25/26,28,34,6,5,1330,41.17647058823529,3,0,0,0,43.4640522875817,0,13.924050632911392,22.916666666666664
Saudi Arabia,Sultan Mandash,210349,Right Winger,AFC Champions League,25/26,3,3,0,1,155,66.66666666666666,0,0,0,0,51.66666666666667,0,14.285714285714285,20.0
Saudi Arabia,Sultan Mandash,210349,Right Winger,King's Cup,25/26,4,4,2,0,247,50.0,0,0,0,0,58.80952380952381,0,13.333333333333334,66.66666666666666
Saudi Arabia,Firas Al-Buraikan,631922,Centre-Forward,Saudi Pro League,25/26,34,34,5,1,1729,47.05882352941176,1,0,0,0,56.50326797385621,0,8.450704225352112,8.450704225352112
Saudi Arabia,Firas Al-Buraikan,631922,Centre-Forward,FIFA Intercontinental Cup,25/26,1,1,0,0,22,0.0,0,0,0,0,24.444444444444443,0,0.0,0.0
Saudi Arabia,Firas Al-Buraikan,631922,Centre-Forward,AFC Champions League,25/26,11,12,2,0,534,41.66666666666667,0,0,0,0,46.8421052631579,0,7.4074074074074066,9.090909090909092
Saudi Arabia,Firas Al-Buraikan,631922,Centre-Forward,King's Cup,25/26,3,4,1,0,135,25.0,0,0,0,0,32.142857142857146,0,5.263157894736842,8.333333333333332
Saudi Arabia,Firas Al-Buraikan,631922,Centre-Forward,Saudi Super Cup,25/26,2,2,0,0,156,100.0,0,0,0,0,86.66666666666667,0,0.0,0.0
Saudi Arabia,Saleh Al-Shehri,242267,Centre-Forward,Saudi Pro League,25/26,18,34,3,2,422,11.76470588235294,1,0,0,0,13.790849673202615,0,9.090909090909092,12.195121951219512
Saudi Arabia,Saleh Al-Shehri,242267,Centre-Forward,AFC Champions League,25/26,4,10,0,0,81,10.0,0,0,0,0,8.709677419354838,0,0.0,0.0
Saudi Arabia,Saleh Al-Shehri,242267,Centre-Forward,King's Cup,25/26,2,4,1,0,139,25.0,0,0,0,0,35.64102564102564,0,7.6923076923076925,11.11111111111111
Saudi Arabia,Saleh Al-Shehri,242267,Centre-Forward,Saudi Super Cup,25/26,1,1,0,0,8,0.0,0,0,0,0,8.88888888888889,0,0.0,0.0
Saudi Arabia,Abdullah Al-Hamdan,68626,Centre-Forward,Saudi Pro League,25/26,25,34,3,2,316,8.823529411764707,0,0,0,0,10.326797385620914,0,5.555555555555555,11.904761904761903
Saudi Arabia,Abdullah Al-Hamdan,68626,Centre-Forward,AFC Champions League Two,25/26,5,5,2,1,225,40.0,0,0,0,0,50.0,0,27.27272727272727,27.27272727272727
Saudi Arabia,Abdullah Al-Hamdan,68626,Centre-Forward,AFC Champions League,25/26,3,6,0,0,250,50.0,0,0,0,0,46.2962962962963,0,0.0,0.0
Saudi Arabia,Abdullah Al-Hamdan,68626,Centre-Forward,King's Cup,25/26,2,3,1,0,144,66.66666666666666,1,0,0,0,53.333333333333336,0,16.666666666666664,16.666666666666664
Scotland,Angus Gunn,201574,Goalkeeper,Premier League,25/26,1,38,0,0,45,0.0,0,0,1,0,1.3157894736842104,0,0.0,0.0
Scotland,Angus Gunn,201574,Goalkeeper,Europa League,25/26,0,16,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Scotland,Angus Gunn,201574,Goalkeeper,FA Cup,25/26,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Scotland,Angus Gunn,201574,Goalkeeper,EFL Cup,25/26,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Scotland,Liam Kelly,208772,Goalkeeper,Premiership,25/26,0,33,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Scotland,Liam Kelly,208772,Goalkeeper,Europa League,25/26,0,8,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Scotland,Liam Kelly,208772,Goalkeeper,Champions League Qu.,25/26,0,6,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Scotland,Liam Kelly,208772,Goalkeeper,Scottish Premiership Top Six Split,25/26,0,5,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Scotland,Liam Kelly,208772,Goalkeeper,SFA Cup,25/26,2,3,0,0,180,66.66666666666666,0,0,2,0,60.0,0,0.0,0.0
Scotland,Liam Kelly,208772,Goalkeeper,League Cup,25/26,1,3,0,0,90,33.33333333333333,0,0,0,2,30.0,0,0.0,0.0
Scotland,Craig Gordon,12589,Goalkeeper,Premiership,25/26,3,33,0,0,225,6.0606060606060606,0,0,2,2,7.575757575757576,0,0.0,0.0
Scotland,Craig Gordon,12589,Goalkeeper,SFA Cup,25/26,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Scotland,Scott McKenna,255906,Centre-Back,SuperSport HNL,25/26,30,36,2,3,2627,83.33333333333334,3,0,0,0,81.08024691358024,0,5.376344086021505,6.097560975609756
Scotland,Scott McKenna,255906,Centre-Back,Europa League,25/26,10,10,0,0,909,100.0,0,0,0,0,97.74193548387096,0,0.0,0.0
Scotland,Scott McKenna,255906,Centre-Back,Hrvatski nogometni kup,25/26,2,5,0,0,180,40.0,1,0,0,0,40.0,0,0.0,0.0
Scotland,Jack Hendry,363223,Centre-Back,Saudi Pro League,25/26,30,34,1,0,2558,85.29411764705883,8,1,0,0,83.59477124183007,0,1.9607843137254901,2.2222222222222223
Scotland,Jack Hendry,363223,Centre-Back,King's Cup,25/26,1,1,0,0,120,100.0,0,0,0,0,100.0,0,0.0,0.0
Scotland,John Souttar,235767,Centre-Back,Premiership,25/26,23,33,0,0,1924,66.66666666666666,7,0,0,0,64.78114478114479,0,0.0,0.0
Scotland,John Souttar,235767,Centre-Back,Europa League,25/26,5,8,0,0,405,50.0,1,0,0,0,56.25,0,0.0,0.0
Scotland,John Souttar,235767,Centre-Back,Champions League Qu.,25/26,6,6,0,0,540,100.0,2,0,0,0,100.0,0,0.0,0.0
Scotland,John Souttar,235767,Centre-Back,Scottish Premiership Top Six Split,25/26,1,5,0,0,90,20.0,0,0,0,0,20.0,0,0.0,0.0
Scotland,John Souttar,235767,Centre-Back,SFA Cup,25/26,1,3,0,0,15,0.0,0,0,0,0,5.0,0,0.0,0.0
Scotland,John Souttar,235767,Centre-Back,League Cup,25/26,2,3,0,0,210,66.66666666666666,1,0,0,0,70.0,0,0.0,0.0
Scotland,Dominic Hyam,263268,Centre-Back,Championship,25/26,44,46,0,0,3952,95.65217391304348,4,0,0,0,95.45893719806763,0,0.0,0.0
Scotland,Dominic Hyam,263268,Centre-Back,FA Cup,25/26,3,3,1,0,330,100.0,0,0,0,0,100.0,0,10.0,16.666666666666664
Scotland,Dominic Hyam,263268,Centre-Back,EFL Cup,25/26,0,2,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Scotland,Grant Hanley,121385,Centre-Back,Premiership,25/26,21,32,0,0,1709,65.625,2,2,0,0,59.34027777777777,0,0.0,0.0
Scotland,Grant Hanley,121385,Centre-Back,UECL Qualifying,25/26,0,4,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Scotland,Grant Hanley,121385,Centre-Back,Scottish Premiership Top Six Split,25/26,3,5,0,0,223,40.0,0,0,0,0,49.55555555555556,0,0.0,0.0
Scotland,Grant Hanley,121385,Centre-Back,SFA Cup,25/26,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Scotland,Grant Hanley,121385,Centre-Back,League Cup,25/26,2,2,0,0,180,100.0,0,0,0,0,100.0,0,0.0,0.0
Scotland,Kieran Tierney,300716,Left-Back,Premiership,25/26,30,33,5,7,2118,72.72727272727273,1,0,0,0,71.31313131313132,0,20.33898305084746,21.818181818181817
Scotland,Kieran Tierney,300716,Left-Back,Europa League,25/26,9,10,0,1,716,90.0,0,0,0,0,79.55555555555556,0,6.666666666666667,6.666666666666667
Scotland,Kieran Tierney,300716,Left-Back,Champions League Qu.,25/26,2,2,0,0,151,100.0,1,0,0,0,71.9047619047619,0,0.0,0.0
Scotland,Kieran Tierney,300716,Left-Back,Scottish Premiership Top Six Split,25/26,5,5,1,1,397,100.0,1,0,0,0,88.22222222222223,0,14.285714285714285,14.285714285714285
Scotland,Kieran Tierney,300716,Left-Back,SFA Cup,25/26,3,5,0,0,258,60.0,0,0,0,0,47.77777777777778,0,0.0,0.0
Scotland,Kieran Tierney,300716,Left-Back,League Cup,25/26,4,4,0,3,267,75.0,0,0,0,0,68.46153846153847,0,25.0,25.0
Scotland,Andrew Robertson,234803,Left-Back,Premier League,25/26,24,38,1,0,1172,28.947368421052634,0,0,0,0,34.26900584795322,0,1.5873015873015872,1.5873015873015872
Scotland,Andrew Robertson,234803,Left-Back,UEFA Champions League,25/26,7,12,1,1,486,41.66666666666667,0,0,0,0,45.0,0,8.333333333333332,8.333333333333332
Scotland,Andrew Robertson,234803,Left-Back,Community Shield,25/26,1,1,0,0,6,0.0,0,0,0,0,6.666666666666667,0,0.0,0.0
Scotland,Andrew Robertson,234803,Left-Back,FA Cup,25/26,2,4,1,1,180,50.0,0,0,0,0,50.0,0,20.0,20.0
Scotland,Andrew Robertson,234803,Left-Back,EFL Cup,25/26,2,2,0,0,157,100.0,1,0,0,0,87.22222222222223,0,0.0,0.0
Scotland,Aaron Hickey,591949,Right-Back,Premier League,25/26,21,38,0,0,686,21.052631578947366,1,0,0,0,20.05847953216374,0,0.0,0.0
Scotland,Aaron Hickey,591949,Right-Back,FA Cup,25/26,2,3,0,0,180,66.66666666666666,0,0,0,0,60.0,0,0.0,0.0
Scotland,Aaron Hickey,591949,Right-Back,EFL Cup,25/26,3,4,1,0,152,50.0,0,0,0,0,42.22222222222222,0,8.333333333333332,33.33333333333333
Scotland,Nathan Patterson,424015,Right-Back,Premier League,25/26,7,38,0,0,240,7.894736842105263,0,0,0,0,7.017543859649122,0,0.0,0.0
Scotland,Nathan Patterson,424015,Right-Back,FA Cup,25/26,1,1,0,0,116,100.0,0,0,0,0,96.66666666666667,0,0.0,0.0
Scotland,Nathan Patterson,424015,Right-Back,EFL Cup,25/26,0,2,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Scotland,Nathan Patterson,424015,Right-Back,EFL Trophy,25/26,1,1,0,0,90,100.0,1,0,0,0,100.0,0,0.0,0.0
Scotland,Anthony Ralston,388171,Right-Back,Premiership,25/26,20,33,0,0,1186,39.39393939393939,3,0,0,0,39.93265993265993,0,0.0,0.0
Scotland,Anthony Ralston,388171,Right-Back,Europa League,25/26,5,10,0,0,172,10.0,0,0,0,0,19.11111111111111,0,0.0,0.0
Scotland,Anthony Ralston,388171,Right-Back,Champions League Qu.,25/26,2,2,0,0,161,50.0,0,0,0,0,76.66666666666667,0,0.0,0.0
Scotland,Anthony Ralston,388171,Right-Back,Scottish Premiership Top Six Split,25/26,4,5,0,0,114,20.0,1,0,0,0,25.333333333333336,0,0.0,0.0
Scotland,Anthony Ralston,388171,Right-Back,SFA Cup,25/26,2,5,1,0,210,40.0,0,0,0,0,38.88888888888889,0,5.88235294117647,9.090909090909092
Scotland,Anthony Ralston,388171,Right-Back,League Cup,25/26,2,4,0,0,193,50.0,1,0,0,0,49.48717948717949,0,0.0,0.0
Scotland,Scott McTominay,315969,Central Midfield,Serie A,25/26,33,38,10,3,2793,81.57894736842105,1,0,0,0,81.66666666666667,0,22.413793103448278,25.49019607843137
Scotland,Scott McTominay,315969,Central Midfield,UEFA Champions League,25/26,8,8,4,1,699,100.0,0,0,0,0,97.08333333333333,0,55.55555555555556,55.55555555555556
Scotland,Scott McTominay,315969,Central Midfield,Supercoppa Italiana,25/26,2,2,0,0,180,100.0,1,0,0,0,100.0,0,0.0,0.0
Scotland,Scott McTominay,315969,Central Midfield,Italy Cup,25/26,1,2,0,0,29,0.0,0,0,0,0,16.11111111111111,0,0.0,0.0
Scotland,Lewis Ferguson,428563,Central Midfield,Serie A,25/26,27,38,1,0,1596,44.73684210526316,5,0,0,0,46.666666666666664,1,2.0408163265306123,2.1739130434782608
Scotland,Lewis Ferguson,428563,Central Midfield,Europa League,25/26,14,14,0,0,1065,85.71428571428571,2,0,0,0,82.55813953488372,0,0.0,0.0
Scotland,Lewis Ferguson,428563,Central Midfield,Supercoppa Italiana,25/26,2,2,0,0,84,50.0,0,0,0,0,46.666666666666664,0,0.0,0.0
Scotland,Lewis Ferguson,428563,Central Midfield,Italy Cup,25/26,2,2,0,0,180,100.0,0,0,0,0,100.0,0,0.0,0.0
Scotland,John McGinn,193116,Central Midfield,Premier League,25/26,30,38,5,5,2158,73.68421052631578,5,0,0,0,63.099415204678365,0,17.857142857142858,20.408163265306122
Scotland,John McGinn,193116,Central Midfield,Europa League,25/26,12,15,5,2,716,53.333333333333336,3,0,0,0,53.03703703703704,0,22.58064516129032,25.925925925925924
Scotland,John McGinn,193116,Central Midfield,FA Cup,25/26,1,2,0,0,65,50.0,0,0,0,0,36.11111111111111,0,0.0,0.0
Scotland,John McGinn,193116,Central Midfield,EFL Cup,25/26,1,1,0,1,90,100.0,0,0,0,0,100.0,0,33.33333333333333,100.0
Scotland,Ryan Christie,188077,Central Midfield,Premier League,25/26,26,38,2,0,986,23.684210526315788,3,1,0,0,28.830409356725145,0,3.4482758620689653,5.128205128205128
Scotland,Ryan Christie,188077,Central Midfield,EFL Cup,25/26,1,1,0,0,74,100.0,0,0,0,0,82.22222222222221,0,0.0,0.0
Scotland,Tyler Fletcher,1049911,Central Midfield,Premier League 2,25/26,15,20,0,1,1192,65.0,0,0,0,0,66.22222222222223,0,2.3255813953488373,2.857142857142857
Scotland,Tyler Fletcher,1049911,Central Midfield,EFL Trophy,25/26,3,3,0,0,270,100.0,0,0,0,0,100.0,0,0.0,0.0
Scotland,Tyler Fletcher,1049911,Central Midfield,PL2 Playoffs,25/26,3,4,0,1,270,75.0,0,0,0,0,75.0,0,11.11111111111111,20.0
Scotland,Tyler Fletcher,1049911,Central Midfield,Premier League Int. Cup U21,25/26,4,5,0,1,390,80.0,0,0,0,0,81.25,0,10.0,12.5
Scotland,Tyler Fletcher,1049911,Central Midfield,National League Cup,25/26,4,4,0,0,288,75.0,0,0,0,0,80.0,0,0.0,0.0
Scotland,Tyler Fletcher,1049911,Central Midfield,Premier League,25/26,2,14,0,0,17,0.0,0,0,0,0,1.3492063492063493,0,0.0,0.0
Scotland,Tyler Fletcher,1049911,Central Midfield,FA Cup,25/26,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Scotland,Kenny McLean,126600,Central Midfield,Championship,25/26,42,46,3,4,3620,89.13043478260869,6,0,0,0,87.43961352657004,0,11.11111111111111,12.280701754385964
Scotland,Kenny McLean,126600,Central Midfield,FA Cup,25/26,2,3,0,0,99,33.33333333333333,0,0,0,0,36.666666666666664,0,0.0,0.0
Scotland,Kenny McLean,126600,Central Midfield,EFL Cup,25/26,1,2,0,0,26,0.0,0,0,0,0,14.444444444444443,0,0.0,0.0
Scotland,Findlay Curtis,1082993,Left Winger,Premiership,25/26,19,33,2,1,845,27.27272727272727,1,0,0,0,28.45117845117845,0,5.555555555555555,10.344827586206897
Scotland,Findlay Curtis,1082993,Left Winger,Europa League,25/26,4,8,0,1,119,12.5,1,0,0,0,16.52777777777778,0,20.0,20.0
Scotland,Findlay Curtis,1082993,Left Winger,Champions League Qu.,25/26,4,6,1,0,184,33.33333333333333,0,0,0,0,34.074074074074076,0,12.5,12.5
Scotland,Findlay Curtis,1082993,Left Winger,SFA Cup,25/26,1,1,0,1,90,100.0,0,0,0,0,100.0,0,20.0,20.0
Scotland,Findlay Curtis,1082993,Left Winger,League Cup,25/26,2,3,1,0,9,0.0,0,0,0,0,3.0,0,14.285714285714285,14.285714285714285
Scotland,Findlay Curtis,1082993,Left Winger,Premiership Relegation,25/26,5,5,4,0,425,100.0,0,0,0,0,94.44444444444444,0,30.76923076923077,30.76923076923077
Scotland,Ben Gannon-Doak,719673,Right Winger,Premier League,25/26,8,37,0,1,105,0.0,0,0,0,0,3.153153153153153,0,1.7857142857142856,3.4482758620689653
Scotland,Ben Gannon-Doak,719673,Right Winger,EFL Cup,25/26,1,1,0,0,45,100.0,0,0,0,0,50.0,0,0.0,0.0
Scotland,Ben Gannon-Doak,719673,Right Winger,Community Shield,25/26,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Scotland,Ben Gannon-Doak,719673,Right Winger,Premier League Cup,25/26,1,1,0,0,66,100.0,0,0,0,0,73.33333333333333,0,0.0,0.0
Scotland,George Hirst,420808,Centre-Forward,Championship,25/26,42,46,11,4,2111,54.347826086956516,5,0,0,0,50.990338164251206,0,18.75,20.0
Scotland,George Hirst,420808,Centre-Forward,FA Cup,25/26,1,2,0,0,90,50.0,0,0,0,0,50.0,0,0.0,0.0
Scotland,George Hirst,420808,Centre-Forward,EFL Cup,25/26,1,1,0,0,19,0.0,0,0,0,0,21.11111111111111,0,0.0,0.0
Scotland,Ché Adams,346779,Centre-Forward,Serie A,25/26,33,38,6,3,1897,50.0,0,0,0,0,55.46783625730994,0,20.454545454545457,20.930232558139537
Scotland,Ché Adams,346779,Centre-Forward,Italy Cup,25/26,3,4,2,0,213,75.0,0,0,0,0,59.166666666666664,0,33.33333333333333,40.0
Scotland,Lawrence Shankland,225744,Centre-Forward,Premiership,25/26,24,33,13,4,2050,69.6969696969697,1,0,0,0,69.02356902356902,0,29.310344827586203,35.41666666666667
Scotland,Lawrence Shankland,225744,Centre-Forward,Scottish Premiership Top Six Split,25/26,5,5,3,1,450,100.0,3,0,0,0,100.0,0,44.44444444444444,44.44444444444444
Scotland,Lawrence Shankland,225744,Centre-Forward,SFA Cup,25/26,1,1,1,0,96,100.0,0,0,0,0,80.0,0,20.0,100.0
Scotland,Lawrence Shankland,225744,Centre-Forward,League Cup,25/26,4,5,3,1,348,80.0,0,0,0,0,72.5,0,19.047619047619047,23.52941176470588
Scotland,Ross Stewart,447995,Centre-Forward,Championship,25/26,25,46,8,2,979,23.91304347826087,2,0,0,0,23.647342995169083,0,12.195121951219512,20.833333333333336
Scotland,Ross Stewart,447995,Centre-Forward,FA Cup,25/26,4,5,2,0,166,40.0,0,0,0,0,34.583333333333336,0,22.22222222222222,28.57142857142857
Scotland,Ross Stewart,447995,Centre-Forward,EFL Cup,25/26,2,3,0,1,74,33.33333333333333,0,0,0,0,27.40740740740741,0,20.0,25.0
Scotland,Ross Stewart,447995,Centre-Forward,Championship Play-Offs,25/26,2,2,1,0,114,50.0,0,0,0,0,54.285714285714285,0,50.0,50.0
Scotland,Lyndon Dykes,347138,Centre-Forward,Championship,25/26,41,47,5,4,1937,38.297872340425535,4,0,0,0,45.7919621749409,0,16.666666666666664,50.0
Scotland,Lyndon Dykes,347138,Centre-Forward,EFL Cup,25/26,2,2,0,0,80,50.0,0,0,0,0,44.44444444444444,0,0.0,0.0
Senegal,Yehvann Diouf,448632,Goalkeeper,Ligue 1,25/26,26,34,0,0,2340,76.47058823529412,1,0,5,45,76.47058823529412,0,0.0,0.0
Senegal,Yehvann Diouf,448632,Goalkeeper,Europa League,25/26,6,8,0,0,540,75.0,0,0,0,13,75.0,0,0.0,0.0
Senegal,Yehvann Diouf,448632,Goalkeeper,Champions League Qu.,25/26,2,2,0,0,180,100.0,0,0,0,4,100.0,0,0.0,0.0
Senegal,Yehvann Diouf,448632,Goalkeeper,L1/L2 Playoffs,25/26,2,2,0,0,180,100.0,0,0,1,1,100.0,0,0.0,0.0
Senegal,Yehvann Diouf,448632,Goalkeeper,Coupe de France,25/26,2,6,0,0,180,33.33333333333333,1,0,1,2,33.33333333333333,0,0.0,0.0
Senegal,Edouard Mendy,442531,Goalkeeper,Saudi Pro League,25/26,26,34,0,0,2340,76.47058823529412,2,0,14,18,76.47058823529412,0,0.0,0.0
Senegal,Edouard Mendy,442531,Goalkeeper,FIFA Intercontinental Cup,25/26,1,1,0,0,90,100.0,0,0,0,3,100.0,0,0.0,0.0
Senegal,Edouard Mendy,442531,Goalkeeper,AFC Champions League,25/26,9,12,0,0,870,75.0,4,0,4,7,76.31578947368422,0,0.0,0.0
Senegal,Edouard Mendy,442531,Goalkeeper,King's Cup,25/26,3,4,0,0,330,75.0,1,0,1,4,78.57142857142857,0,0.0,0.0
Senegal,Edouard Mendy,442531,Goalkeeper,Saudi Super Cup,25/26,2,2,0,0,180,100.0,0,0,0,3,100.0,0,0.0,0.0
Senegal,Mory Diaw,164904,Goalkeeper,Ligue 1,25/26,30,34,0,1,2655,88.23529411764706,1,0,7,41,86.76470588235294,0,3.125,3.4482758620689653
Senegal,Mamadou Sarr,910905,Centre-Back,Premier League,25/26,3,14,0,0,101,7.142857142857142,0,0,0,0,8.015873015873016,0,0.0,0.0
Senegal,Mamadou Sarr,910905,Centre-Back,UEFA Champions League,25/26,1,2,0,0,45,50.0,0,0,0,0,25.0,0,0.0,0.0
Senegal,Mamadou Sarr,910905,Centre-Back,FA Cup,25/26,2,5,0,0,148,40.0,1,0,0,0,30.833333333333336,0,0.0,0.0
Senegal,Mamadou Sarr,910905,Centre-Back,Ligue 1,25/26,15,20,0,0,1305,75.0,3,0,0,0,72.5,0,0.0,0.0
Senegal,Mamadou Sarr,910905,Centre-Back,Conference League,25/26,1,6,0,0,90,16.666666666666664,0,0,0,0,16.666666666666664,0,0.0,0.0
Senegal,Mamadou Sarr,910905,Centre-Back,UECL Qualifying,25/26,2,2,0,0,180,100.0,1,0,0,0,100.0,0,0.0,0.0
Senegal,Moussa Niakhaté,291200,Centre-Back,Ligue 1,25/26,32,34,0,2,2758,88.23529411764706,3,0,0,0,90.13071895424837,0,3.7735849056603774,4.166666666666666
Senegal,Moussa Niakhaté,291200,Centre-Back,Europa League,25/26,9,10,1,0,739,90.0,1,1,0,0,82.11111111111111,0,5.263157894736842,5.555555555555555
Senegal,Moussa Niakhaté,291200,Centre-Back,Coupe de France,25/26,2,4,0,0,180,50.0,0,0,0,0,50.0,0,0.0,0.0
Senegal,Antoine Mendy,891998,Centre-Back,Ligue 1,25/26,25,34,1,0,2098,70.58823529411765,5,0,0,0,68.56209150326798,0,2.7027027027027026,2.857142857142857
Senegal,Antoine Mendy,891998,Centre-Back,Europa League,25/26,7,8,0,1,413,50.0,3,0,0,0,57.36111111111111,0,14.285714285714285,25.0
Senegal,Antoine Mendy,891998,Centre-Back,Champions League Qu.,25/26,2,2,0,0,180,100.0,1,0,0,0,100.0,0,0.0,0.0
